date,time,hour,day,month,day_of_week,is_weekend,temperature,humidity,number_of_people,appliance_usage,previous_consumption,rolling_3h_avg,ac_consumption,refrigerator_consumption,lighting_consumption,laundry_consumption,other_consumption,energy_consumption
2024-02-07,13:00,13,7,2,2,0,14.2,78.8,2,Low,2.27,2.61,0.14,0.2,0.1,0.0,1.42,1.86
2024-02-07,14:00,14,7,2,2,0,16.2,68.6,1,Low,1.86,2.37,0.0,0.21,0.09,0.0,1.37,1.67
2024-02-07,15:00,15,7,2,2,0,15.2,73.7,1,Low,1.67,1.93,0.06,0.22,0.09,0.0,1.01,1.38
2024-02-07,16:00,16,7,2,2,0,14.4,80.8,1,High,1.38,1.64,0.22,0.2,0.09,0.0,1.82,2.33
2024-02-07,17:00,17,7,2,2,0,12.4,78.8,4,Low,2.33,1.79,0.28,0.2,0.11,0.0,3.95,4.54
2024-02-07,18:00,18,7,2,2,0,10.2,82.9,4,High,4.54,2.75,0.81,0.21,0.35,0.0,6.82,8.19
2024-02-07,19:00,19,7,2,2,0,11.6,78.9,3,Medium,8.19,5.02,0.46,0.2,0.28,0.0,6.08,7.02
2024-02-07,20:00,20,7,2,2,0,10.0,83.5,1,High,7.02,6.58,0.84,0.2,0.15,0.85,5.79,7.83
2024-02-07,21:00,21,7,2,2,0,10.0,88.5,4,Medium,7.83,7.68,0.62,0.2,0.35,0.0,5.92,7.09
2024-02-07,22:00,22,7,2,2,0,10.0,82.7,2,High,7.09,7.31,0.84,0.21,0.22,0.0,4.11,5.38
2024-02-07,23:00,23,7,2,2,0,10.0,85.4,2,Low,5.38,6.77,0.46,0.2,0.22,0.0,2.36,3.24
2024-02-08,00:00,0,8,2,3,0,10.0,83.1,5,Low,3.24,5.24,0.46,0.19,0.12,0.0,2.04,2.81
2024-02-08,01:00,1,8,2,3,0,10.0,81.6,3,Low,2.81,3.81,0.46,0.19,0.1,0.0,1.17,1.92
2024-02-08,02:00,2,8,2,3,0,10.0,83.6,1,Low,1.92,2.66,0.46,0.22,0.09,0.0,0.58,1.35
2024-02-08,03:00,3,8,2,3,0,10.0,80.5,5,Low,1.35,2.03,0.46,0.19,0.12,0.0,1.37,2.14
2024-02-08,04:00,4,8,2,3,0,10.0,84.2,3,Low,2.14,1.8,0.46,0.21,0.1,0.0,1.3,2.07
2024-02-08,05:00,5,8,2,3,0,10.0,83.8,2,Low,2.07,1.85,0.46,0.2,0.1,0.0,0.92,1.68
2024-02-08,06:00,6,8,2,3,0,10.0,80.9,4,Low,1.68,1.96,0.46,0.2,0.11,0.0,2.36,3.13
2024-02-08,07:00,7,8,2,3,0,10.0,80.7,2,Medium,3.13,2.29,0.62,0.22,0.1,0.0,3.01,3.95
2024-02-08,08:00,8,8,2,3,0,10.0,85.6,3,High,3.95,2.92,0.84,0.2,0.1,0.0,4.44,5.58
2024-02-08,09:00,9,8,2,3,0,10.7,82.6,1,Low,5.58,4.22,0.41,0.21,0.09,0.0,2.01,2.72
2024-02-08,10:00,10,8,2,3,0,12.5,84.7,1,High,2.72,4.08,0.49,0.2,0.09,0.85,1.21,2.84
2024-02-08,11:00,11,8,2,3,0,12.7,82.8,2,Medium,2.84,3.71,0.34,0.19,0.1,0.0,1.94,2.57
2024-02-08,12:00,12,8,2,3,0,15.2,71.1,2,Low,2.57,2.71,0.06,0.21,0.1,0.0,1.72,2.09
2024-02-08,13:00,13,8,2,3,0,16.6,72.6,1,Low,2.09,2.5,0.0,0.2,0.09,0.0,1.18,1.47
2024-02-08,14:00,14,8,2,3,0,16.9,71.7,1,Low,1.47,2.04,0.0,0.19,0.09,0.0,1.15,1.43
2024-02-08,15:00,15,8,2,3,0,16.4,81.4,1,Low,1.43,1.66,0.0,0.19,0.09,0.0,1.14,1.42
2024-02-08,16:00,16,8,2,3,0,14.6,84.0,1,Low,1.42,1.44,0.11,0.21,0.09,0.0,1.16,1.57
2024-02-08,17:00,17,8,2,3,0,11.3,81.8,1,Low,1.57,1.47,0.36,0.21,0.09,0.0,3.01,3.67
2024-02-08,18:00,18,8,2,3,0,11.8,79.3,4,Medium,3.67,2.22,0.43,0.21,0.35,0.0,4.68,5.67
2024-02-08,19:00,19,8,2,3,0,11.0,81.3,3,Medium,5.67,3.64,0.52,0.21,0.28,0.0,5.17,6.18
2024-02-08,20:00,20,8,2,3,0,10.0,77.5,5,High,6.18,5.17,0.84,0.2,0.42,0.85,6.42,8.73
2024-02-08,21:00,21,8,2,3,0,10.0,82.1,5,High,8.73,6.86,0.84,0.22,0.42,0.0,7.97,9.45
2024-02-08,22:00,22,8,2,3,0,10.0,76.9,1,Medium,9.45,8.12,0.62,0.2,0.15,0.0,3.75,4.72
2024-02-08,23:00,23,8,2,3,0,10.0,80.0,2,Medium,4.72,7.63,0.62,0.2,0.22,0.0,2.71,3.75
2024-02-09,00:00,0,9,2,4,0,10.0,83.1,2,Low,3.75,5.97,0.46,0.21,0.1,0.0,1.68,2.45
2024-02-09,01:00,1,9,2,4,0,10.0,84.8,3,Low,2.45,3.64,0.46,0.22,0.1,0.0,1.51,2.29
2024-02-09,02:00,2,9,2,4,0,10.0,81.6,3,Low,2.29,2.83,0.46,0.2,0.1,0.0,1.56,2.32
2024-02-09,03:00,3,9,2,4,0,10.0,81.0,3,Low,2.32,2.35,0.46,0.21,0.1,0.0,1.39,2.16
2024-02-09,04:00,4,9,2,4,0,10.0,88.3,3,Low,2.16,2.26,0.46,0.21,0.1,0.0,1.18,1.95
2024-02-09,05:00,5,9,2,4,0,10.0,87.2,3,Low,1.95,2.14,0.46,0.2,0.1,0.0,1.17,1.93
2024-02-09,06:00,6,9,2,4,0,10.0,82.9,4,Low,1.93,2.01,0.46,0.21,0.11,0.0,2.89,3.67
2024-02-09,07:00,7,9,2,4,0,10.0,84.1,1,Medium,3.67,2.52,0.62,0.2,0.09,0.0,2.99,3.9
2024-02-09,08:00,8,9,2,4,0,10.0,75.2,3,Low,3.9,3.17,0.46,0.21,0.1,0.0,2.92,3.69
2024-02-09,09:00,9,9,2,4,0,10.0,89.6,1,High,3.69,3.75,0.84,0.2,0.09,0.0,2.5,3.63
2024-02-09,10:00,10,9,2,4,0,14.0,84.4,1,Low,3.63,3.74,0.15,0.19,0.09,0.0,1.65,2.08
2024-02-09,11:00,11,9,2,4,0,14.5,82.1,2,Low,2.08,3.13,0.11,0.22,0.1,0.0,1.04,1.47
2024-02-09,12:00,12,9,2,4,0,14.9,79.0,1,Low,1.47,2.39,0.08,0.2,0.09,0.0,1.15,1.52
2024-02-09,13:00,13,9,2,4,0,15.0,78.7,1,Low,1.52,1.69,0.08,0.22,0.09,0.0,1.09,1.48
2024-02-09,14:00,14,9,2,4,0,16.4,82.4,3,Low,1.48,1.49,0.0,0.2,0.1,0.0,1.34,1.64
2024-02-09,15:00,15,9,2,4,0,16.6,74.4,1,High,1.64,1.55,0.0,0.2,0.09,0.0,1.86,2.15
2024-02-09,16:00,16,9,2,4,0,13.7,80.5,1,Medium,2.15,1.76,0.24,0.19,0.09,0.0,1.87,2.39
2024-02-09,17:00,17,9,2,4,0,15.2,73.8,3,Medium,2.39,2.06,0.08,0.2,0.1,0.0,4.82,5.2
2024-02-09,18:00,18,9,2,4,0,15.1,72.8,4,Medium,5.2,3.25,0.09,0.21,0.35,0.0,5.26,5.91
2024-02-09,19:00,19,9,2,4,0,11.8,69.5,2,High,5.91,4.5,0.59,0.2,0.22,0.85,6.03,7.89
2024-02-09,20:00,20,9,2,4,0,11.3,85.2,4,Low,7.89,6.33,0.36,0.2,0.35,0.0,4.5,5.41
2024-02-09,21:00,21,9,2,4,0,10.0,87.0,3,High,5.41,6.4,0.84,0.2,0.28,0.0,6.72,8.04
2024-02-09,22:00,22,9,2,4,0,10.0,77.1,2,Medium,8.04,7.11,0.62,0.22,0.22,0.0,3.51,4.57
2024-02-09,23:00,23,9,2,4,0,10.0,76.1,3,Medium,4.57,6.01,0.62,0.2,0.28,0.0,3.19,4.29
2024-02-10,00:00,0,10,2,5,1,10.0,83.1,4,Low,4.29,5.63,0.46,0.22,0.11,0.0,1.95,2.74
2024-02-10,01:00,1,10,2,5,1,10.0,82.4,2,Low,2.74,3.87,0.46,0.19,0.1,0.0,1.31,2.06
2024-02-10,02:00,2,10,2,5,1,10.0,77.0,3,Low,2.06,3.03,0.46,0.2,0.1,0.0,0.98,1.74
2024-02-10,03:00,3,10,2,5,1,10.0,78.3,4,Low,1.74,2.18,0.46,0.21,0.11,0.0,1.27,2.05
2024-02-10,04:00,4,10,2,5,1,10.0,80.0,5,Low,2.05,1.95,0.46,0.19,0.12,0.0,1.5,2.27
2024-02-10,05:00,5,10,2,5,1,10.0,80.6,3,Low,2.27,2.02,0.46,0.2,0.1,0.0,1.24,2.0
2024-02-10,06:00,6,10,2,5,1,10.0,84.2,4,Medium,2.0,2.11,0.62,0.19,0.11,0.0,3.07,3.99
2024-02-10,07:00,7,10,2,5,1,10.0,86.4,2,High,3.99,2.75,0.84,0.22,0.1,0.0,4.47,5.63
2024-02-10,08:00,8,10,2,5,1,10.1,81.8,3,Medium,5.63,3.87,0.61,0.2,0.1,0.0,3.78,4.69
2024-02-10,09:00,9,10,2,5,1,10.7,80.4,3,Medium,4.69,4.77,0.55,0.22,0.1,0.0,3.09,3.96
2024-02-10,10:00,10,10,2,5,1,12.4,80.3,3,High,3.96,4.76,0.5,0.21,0.1,0.85,3.18,4.84
2024-02-10,11:00,11,10,2,5,1,13.4,76.4,2,Medium,4.84,4.5,0.27,0.21,0.1,0.0,3.15,3.73
2024-02-10,12:00,12,10,2,5,1,12.7,81.2,5,Medium,3.73,4.18,0.34,0.22,0.12,0.0,3.26,3.94
2024-02-10,13:00,13,10,2,5,1,15.4,76.3,3,Medium,3.94,4.17,0.06,0.2,0.1,0.0,2.92,3.28
2024-02-10,14:00,14,10,2,5,1,16.3,74.1,1,High,3.28,3.65,0.0,0.19,0.09,0.0,3.45,3.73
2024-02-10,15:00,15,10,2,5,1,14.6,77.6,3,Low,3.73,3.65,0.11,0.22,0.1,0.0,2.51,2.94
2024-02-10,16:00,16,10,2,5,1,14.9,75.8,3,High,2.94,3.32,0.15,0.21,0.1,0.0,3.46,3.92
2024-02-10,17:00,17,10,2,5,1,17.3,77.0,2,Medium,3.92,3.53,0.0,0.22,0.1,0.0,4.64,4.96
2024-02-10,18:00,18,10,2,5,1,12.6,82.7,3,Medium,4.96,3.94,0.35,0.21,0.28,0.0,5.25,6.09
2024-02-10,19:00,19,10,2,5,1,10.0,82.4,4,High,6.09,4.99,0.84,0.2,0.35,0.85,6.39,8.63
2024-02-10,20:00,20,10,2,5,1,10.0,73.0,4,High,8.63,6.56,0.84,0.21,0.35,0.85,6.9,9.15
2024-02-10,21:00,21,10,2,5,1,10.0,85.0,5,High,9.15,7.96,0.84,0.22,0.42,0.0,7.97,9.45
2024-02-10,22:00,22,10,2,5,1,10.0,90.3,3,High,9.45,9.08,0.84,0.21,0.28,0.0,4.93,6.26
2024-02-10,23:00,23,10,2,5,1,10.0,87.4,2,Medium,6.26,8.29,0.62,0.19,0.22,0.0,3.48,4.51
2024-02-11,00:00,0,11,2,6,1,10.0,85.7,4,Low,4.51,6.74,0.46,0.22,0.11,0.0,1.71,2.5
2024-02-11,01:00,1,11,2,6,1,10.0,90.3,3,Low,2.5,4.42,0.46,0.22,0.1,0.0,1.39,2.17
2024-02-11,02:00,2,11,2,6,1,10.0,76.3,4,Low,2.17,3.06,0.46,0.2,0.11,0.0,1.4,2.17
2024-02-11,03:00,3,11,2,6,1,10.0,84.3,3,Low,2.17,2.28,0.46,0.21,0.1,0.0,1.33,2.1
2024-02-11,04:00,4,11,2,6,1,10.0,88.8,3,Low,2.1,2.15,0.46,0.2,0.1,0.0,1.27,2.03
2024-02-11,05:00,5,11,2,6,1,10.0,76.5,4,Low,2.03,2.1,0.46,0.21,0.11,0.0,1.27,2.05
2024-02-11,06:00,6,11,2,6,1,10.0,80.7,2,Medium,2.05,2.06,0.62,0.2,0.1,0.0,2.81,3.73
2024-02-11,07:00,7,11,2,6,1,10.0,74.1,2,Medium,3.73,2.6,0.62,0.21,0.1,0.0,3.29,4.22
2024-02-11,08:00,8,11,2,6,1,10.0,75.8,2,Medium,4.22,3.33,0.62,0.2,0.1,0.0,3.48,4.4
2024-02-11,09:00,9,11,2,6,1,11.4,78.7,4,Low,4.4,4.12,0.35,0.21,0.11,0.0,2.68,3.35
2024-02-11,10:00,10,11,2,6,1,14.1,74.2,4,Low,3.35,3.99,0.15,0.2,0.11,0.0,2.52,2.98
2024-02-11,11:00,11,11,2,6,1,12.6,82.6,5,High,2.98,3.58,0.47,0.2,0.12,0.85,3.21,4.85
2024-02-11,12:00,12,11,2,6,1,13.9,75.0,3,Low,4.85,3.73,0.16,0.2,0.1,0.0,2.48,2.94
2024-02-11,13:00,13,11,2,6,1,13.7,80.4,4,Low,2.94,3.59,0.18,0.19,0.11,0.0,2.59,3.07
2024-02-11,14:00,14,11,2,6,1,15.7,80.5,3,Medium,3.07,3.62,0.03,0.19,0.1,0.0,2.58,2.9
2024-02-11,15:00,15,11,2,6,1,14.6,76.8,3,Medium,2.9,2.97,0.14,0.22,0.1,0.0,2.34,2.8
2024-02-11,16:00,16,11,2,6,1,16.3,77.1,2,Low,2.8,2.92,0.0,0.19,0.1,0.0,2.26,2.55
2024-02-11,17:00,17,11,2,6,1,14.1,80.7,3,Medium,2.55,2.75,0.2,0.19,0.1,0.0,4.5,4.99
2024-02-11,18:00,18,11,2,6,1,13.4,79.2,3,Medium,4.99,3.45,0.27,0.21,0.28,0.0,5.16,5.92
2024-02-11,19:00,19,11,2,6,1,10.1,79.0,4,Low,5.92,4.49,0.45,0.21,0.35,0.0,4.16,5.17
2024-02-11,20:00,20,11,2,6,1,11.6,82.8,3,High,5.17,5.36,0.61,0.2,0.28,0.85,6.21,8.15
2024-02-11,21:00,21,11,2,6,1,10.0,83.0,4,High,8.15,6.41,0.84,0.2,0.35,0.0,7.37,8.76
2024-02-11,22:00,22,11,2,6,1,10.0,77.0,2,Low,8.76,7.36,0.46,0.21,0.22,0.0,3.42,4.31
2024-02-11,23:00,23,11,2,6,1,10.0,82.5,4,Medium,4.31,7.07,0.62,0.2,0.35,0.0,3.14,4.31
2024-02-12,00:00,0,12,2,0,0,10.0,77.5,3,Low,4.31,5.79,0.46,0.19,0.1,0.0,1.93,2.68
2024-02-12,01:00,1,12,2,0,0,10.0,83.0,4,Low,2.68,3.77,0.46,0.19,0.11,0.0,1.85,2.61
2024-02-12,02:00,2,12,2,0,0,10.0,74.4,2,Low,2.61,3.2,0.46,0.22,0.1,0.0,1.46,2.24
2024-02-12,03:00,3,12,2,0,0,10.0,87.1,3,Low,2.24,2.51,0.46,0.19,0.1,0.0,1.47,2.22
2024-02-12,04:00,4,12,2,0,0,10.0,84.6,3,Low,2.22,2.36,0.46,0.2,0.1,0.0,1.1,1.86
2024-02-12,05:00,5,12,2,0,0,10.0,85.0,4,Low,1.86,2.11,0.46,0.22,0.11,0.0,1.41,2.2
2024-02-12,06:00,6,12,2,0,0,10.0,85.1,3,High,2.2,2.09,0.84,0.21,0.1,0.0,4.06,5.21
2024-02-12,07:00,7,12,2,0,0,10.0,78.5,2,Low,5.21,3.09,0.46,0.2,0.1,0.0,2.93,3.69
2024-02-12,08:00,8,12,2,0,0,10.0,76.7,2,High,3.69,3.7,0.84,0.21,0.1,0.0,4.54,5.69
2024-02-12,09:00,9,12,2,0,0,10.9,83.8,1,Medium,5.69,4.86,0.53,0.2,0.09,0.0,2.32,3.14
2024-02-12,10:00,10,12,2,0,0,12.9,81.1,1,Medium,3.14,4.17,0.32,0.21,0.09,0.0,1.8,2.42
2024-02-12,11:00,11,12,2,0,0,13.5,70.9,1,Low,2.42,3.75,0.19,0.21,0.09,0.0,1.18,1.67
2024-02-12,12:00,12,12,2,0,0,13.1,79.6,1,Medium,1.67,2.41,0.3,0.21,0.09,0.0,1.55,2.15
2024-02-12,13:00,13,12,2,0,0,16.3,79.3,1,Medium,2.15,2.08,0.0,0.21,0.09,0.0,1.79,2.09
2024-02-12,14:00,14,12,2,0,0,15.6,82.4,1,Low,2.09,1.97,0.03,0.2,0.09,0.0,1.36,1.68
2024-02-12,15:00,15,12,2,0,0,15.9,77.3,3,Medium,1.68,1.97,0.01,0.21,0.1,0.0,2.15,2.47
2024-02-12,16:00,16,12,2,0,0,14.9,80.0,2,Medium,2.47,2.08,0.11,0.2,0.1,0.0,2.0,2.41
2024-02-12,17:00,17,12,2,0,0,14.8,80.7,1,High,2.41,2.19,0.17,0.21,0.09,0.0,5.49,5.96
2024-02-12,18:00,18,12,2,0,0,12.8,81.5,3,High,5.96,3.61,0.45,0.2,0.28,0.0,7.01,7.94
2024-02-12,19:00,19,12,2,0,0,12.7,86.0,3,High,7.94,5.44,0.46,0.2,0.28,0.85,6.57,8.36
2024-02-12,20:00,20,12,2,0,0,10.0,76.8,1,High,8.36,7.42,0.84,0.22,0.15,0.85,6.13,8.19
2024-02-12,21:00,21,12,2,0,0,10.0,86.0,1,High,8.19,8.16,0.84,0.19,0.15,0.0,7.02,8.2
2024-02-12,22:00,22,12,2,0,0,10.0,79.5,5,High,8.2,8.25,0.84,0.2,0.42,0.0,5.22,6.68
2024-02-12,23:00,23,12,2,0,0,10.0,80.6,3,Low,6.68,7.69,0.46,0.2,0.28,0.0,2.92,3.86
2024-02-13,00:00,0,13,2,1,0,10.0,79.6,2,Low,3.86,6.25,0.46,0.19,0.1,0.0,1.69,2.44
2024-02-13,01:00,1,13,2,1,0,10.0,80.0,3,Low,2.44,4.33,0.46,0.21,0.1,0.0,1.35,2.12
2024-02-13,02:00,2,13,2,1,0,10.0,81.6,4,Low,2.12,2.81,0.46,0.2,0.11,0.0,1.23,2.0
2024-02-13,03:00,3,13,2,1,0,10.0,86.8,3,Low,2.0,2.19,0.46,0.2,0.1,0.0,1.41,2.17
2024-02-13,04:00,4,13,2,1,0,10.0,80.8,3,Low,2.17,2.1,0.46,0.2,0.1,0.0,1.09,1.85
2024-02-13,05:00,5,13,2,1,0,10.0,83.1,3,Low,1.85,2.01,0.46,0.19,0.1,0.0,1.16,1.91
2024-02-13,06:00,6,13,2,1,0,10.0,85.7,2,High,1.91,1.98,0.84,0.2,0.1,0.0,4.12,5.26
2024-02-13,07:00,7,13,2,1,0,10.7,89.7,4,Low,5.26,3.01,0.41,0.19,0.11,0.0,3.22,3.93
2024-02-13,08:00,8,13,2,1,0,10.0,79.5,1,Low,3.93,3.7,0.46,0.19,0.09,0.0,2.46,3.2
2024-02-13,09:00,9,13,2,1,0,10.7,85.1,1,Low,3.2,4.13,0.41,0.19,0.09,0.0,1.58,2.27
2024-02-13,10:00,10,13,2,1,0,12.4,76.4,1,Medium,2.27,3.13,0.37,0.2,0.09,0.0,1.26,1.92
2024-02-13,11:00,11,13,2,1,0,14.9,83.4,1,High,1.92,2.46,0.15,0.2,0.09,0.85,1.05,2.34
2024-02-13,12:00,12,13,2,1,0,13.7,79.1,1,Medium,2.34,2.18,0.24,0.21,0.09,0.0,2.02,2.56
2024-02-13,13:00,13,13,2,1,0,14.3,81.7,1,Medium,2.56,2.27,0.18,0.2,0.09,0.0,1.62,2.09
2024-02-13,14:00,14,13,2,1,0,16.1,80.3,2,Medium,2.09,2.33,0.0,0.2,0.1,0.0,1.95,2.25
2024-02-13,15:00,15,13,2,1,0,16.2,64.7,1,Low,2.25,2.3,0.0,0.2,0.09,0.0,1.23,1.52
2024-02-13,16:00,16,13,2,1,0,14.1,73.7,1,Low,1.52,1.95,0.15,0.21,0.09,0.0,1.08,1.53
2024-02-13,17:00,17,13,2,1,0,15.0,72.4,2,Low,1.53,1.77,0.08,0.2,0.1,0.0,3.42,3.8
2024-02-13,18:00,18,13,2,1,0,13.8,78.9,2,High,3.8,2.28,0.31,0.2,0.22,0.0,5.81,6.54
2024-02-13,19:00,19,13,2,1,0,10.0,83.0,4,Medium,6.54,3.96,0.62,0.22,0.35,0.0,5.42,6.61
2024-02-13,20:00,20,13,2,1,0,10.0,90.5,2,High,6.61,5.65,0.84,0.21,0.22,0.85,5.82,7.94
2024-02-13,21:00,21,13,2,1,0,10.0,84.2,3,High,7.94,7.03,0.84,0.2,0.28,0.0,7.32,8.64
2024-02-13,22:00,22,13,2,1,0,10.0,83.2,1,Medium,8.64,7.73,0.62,0.21,0.15,0.0,3.98,4.96
2024-02-13,23:00,23,13,2,1,0,10.0,80.6,4,Medium,4.96,7.18,0.62,0.2,0.35,0.0,3.28,4.45
2024-02-14,00:00,0,14,2,2,0,10.0,81.6,3,Low,4.45,6.02,0.46,0.2,0.1,0.0,1.73,2.49
2024-02-14,01:00,1,14,2,2,0,10.0,86.0,2,Low,2.49,3.97,0.46,0.19,0.1,0.0,1.21,1.96
2024-02-14,02:00,2,14,2,2,0,10.0,86.1,5,Low,1.96,2.97,0.46,0.22,0.12,0.0,1.34,2.14
2024-02-14,03:00,3,14,2,2,0,10.0,91.1,4,Low,2.14,2.2,0.46,0.19,0.11,0.0,1.44,2.2
2024-02-14,04:00,4,14,2,2,0,10.0,86.0,2,Low,2.2,2.1,0.46,0.2,0.1,0.0,1.0,1.76
2024-02-14,05:00,5,14,2,2,0,10.0,82.7,4,Low,1.76,2.03,0.46,0.21,0.11,0.0,1.19,1.97
2024-02-14,06:00,6,14,2,2,0,10.0,83.2,5,Medium,1.97,1.98,0.62,0.2,0.12,0.0,3.42,4.36
2024-02-14,07:00,7,14,2,2,0,10.0,78.8,3,High,4.36,2.7,0.84,0.2,0.1,0.0,4.93,6.07
2024-02-14,08:00,8,14,2,2,0,10.2,84.5,3,Medium,6.07,4.13,0.6,0.2,0.1,0.0,4.06,4.96
2024-02-14,09:00,9,14,2,2,0,10.7,81.3,3,Low,4.96,5.13,0.41,0.21,0.1,0.0,1.98,2.7
2024-02-14,10:00,10,14,2,2,0,10.3,86.6,2,Low,2.7,4.58,0.44,0.2,0.1,0.0,1.89,2.63
2024-02-14,11:00,11,14,2,2,0,12.9,83.9,1,Medium,2.63,3.43,0.32,0.22,0.09,0.0,1.81,2.44
2024-02-14,12:00,12,14,2,2,0,16.3,75.4,2,Medium,2.44,2.59,0.0,0.2,0.1,0.0,2.07,2.37
2024-02-14,13:00,13,14,2,2,0,15.0,82.6,1,Medium,2.37,2.48,0.1,0.19,0.09,0.0,1.67,2.05
2024-02-14,14:00,14,14,2,2,0,15.5,76.7,1,High,2.05,2.29,0.07,0.19,0.09,0.0,1.95,2.3
2024-02-14,15:00,15,14,2,2,0,17.6,73.3,4,Medium,2.3,2.24,0.0,0.2,0.11,0.0,2.22,2.53
2024-02-14,16:00,16,14,2,2,0,13.4,76.0,1,Medium,2.53,2.29,0.27,0.2,0.09,0.0,1.68,2.24
2024-02-14,17:00,17,14,2,2,0,13.4,87.5,1,Medium,2.24,2.36,0.27,0.21,0.09,0.0,3.91,4.48
2024-02-14,18:00,18,14,2,2,0,12.0,83.3,3,High,4.48,3.08,0.56,0.19,0.28,0.0,6.16,7.19
2024-02-14,19:00,19,14,2,2,0,11.0,80.8,3,High,7.19,4.64,0.7,0.21,0.28,0.85,6.3,8.34
2024-02-14,20:00,20,14,2,2,0,10.0,87.4,3,High,8.34,6.67,0.84,0.21,0.28,0.85,6.57,8.75
2024-02-14,21:00,21,14,2,2,0,10.0,80.9,4,High,8.75,8.09,0.84,0.2,0.35,0.0,7.77,9.16
2024-02-14,22:00,22,14,2,2,0,10.0,86.0,3,Medium,9.16,8.75,0.62,0.2,0.28,0.0,3.93,5.03
2024-02-14,23:00,23,14,2,2,0,10.0,79.4,2,Medium,5.03,7.65,0.62,0.21,0.22,0.0,3.04,4.09
2024-02-15,00:00,0,15,2,3,0,10.0,79.7,2,Low,4.09,6.09,0.46,0.21,0.1,0.0,1.47,2.24
2024-02-15,01:00,1,15,2,3,0,10.0,84.4,3,Low,2.24,3.79,0.46,0.19,0.1,0.0,1.27,2.02
2024-02-15,02:00,2,15,2,3,0,10.0,82.6,3,Low,2.02,2.78,0.46,0.21,0.1,0.0,1.25,2.02
2024-02-15,03:00,3,15,2,3,0,10.0,85.0,1,Low,2.02,2.09,0.46,0.22,0.09,0.0,0.84,1.61
2024-02-15,04:00,4,15,2,3,0,10.0,79.7,3,Low,1.61,1.88,0.46,0.21,0.1,0.0,0.98,1.75
2024-02-15,05:00,5,15,2,3,0,10.0,77.3,4,Low,1.75,1.79,0.46,0.19,0.11,0.0,0.99,1.75
2024-02-15,06:00,6,15,2,3,0,10.0,72.5,3,Low,1.75,1.7,0.46,0.2,0.1,0.0,2.22,2.98
2024-02-15,07:00,7,15,2,3,0,10.2,84.8,3,Medium,2.98,2.16,0.6,0.2,0.1,0.0,3.52,4.42
2024-02-15,08:00,8,15,2,3,0,10.5,78.8,1,Low,4.42,3.05,0.42,0.22,0.09,0.0,2.59,3.32
2024-02-15,09:00,9,15,2,3,0,10.4,73.5,3,Medium,3.32,3.57,0.58,0.2,0.1,0.0,2.36,3.24
2024-02-15,10:00,10,15,2,3,0,10.8,78.0,2,Low,3.24,3.66,0.4,0.2,0.1,0.0,1.77,2.47
2024-02-15,11:00,11,15,2,3,0,13.7,73.7,1,Low,2.47,3.01,0.18,0.19,0.09,0.0,1.46,1.92
2024-02-15,12:00,12,15,2,3,0,15.4,73.9,1,Medium,1.92,2.54,0.06,0.2,0.09,0.0,2.04,2.39
2024-02-15,13:00,13,15,2,3,0,15.8,80.2,3,Low,2.39,2.26,0.02,0.22,0.1,0.0,1.41,1.75
2024-02-15,14:00,14,15,2,3,0,16.4,67.2,1,Low,1.75,2.02,0.0,0.2,0.09,0.0,0.88,1.17
2024-02-15,15:00,15,15,2,3,0,15.5,78.0,1,Medium,1.17,1.77,0.05,0.21,0.09,0.0,1.57,1.92
2024-02-15,16:00,16,15,2,3,0,13.6,80.2,2,Medium,1.92,1.61,0.25,0.21,0.1,0.0,1.4,1.96
2024-02-15,17:00,17,15,2,3,0,12.7,81.5,3,Medium,1.96,1.68,0.34,0.22,0.1,0.0,4.29,4.95
2024-02-15,18:00,18,15,2,3,0,13.9,77.3,2,High,4.95,2.94,0.29,0.19,0.22,0.0,6.52,7.22
2024-02-15,19:00,19,15,2,3,0,10.3,77.7,3,High,7.22,4.71,0.8,0.19,0.28,0.85,6.6,8.72
2024-02-15,20:00,20,15,2,3,0,10.0,80.2,3,High,8.72,6.96,0.84,0.19,0.28,0.85,6.39,8.55
2024-02-15,21:00,21,15,2,3,0,10.0,81.5,3,High,8.55,8.16,0.84,0.19,0.28,0.0,7.68,8.99
2024-02-15,22:00,22,15,2,3,0,10.0,79.8,5,High,8.99,8.75,0.84,0.22,0.42,0.0,5.36,6.84
2024-02-15,23:00,23,15,2,3,0,10.0,89.2,1,Medium,6.84,8.13,0.62,0.2,0.15,0.0,3.45,4.42
2024-02-16,00:00,0,16,2,4,0,10.0,85.8,1,Low,4.42,6.75,0.46,0.2,0.09,0.0,1.39,2.14
2024-02-16,01:00,1,16,2,4,0,10.0,70.0,2,Low,2.14,4.47,0.46,0.21,0.1,0.0,1.26,2.03
2024-02-16,02:00,2,16,2,4,0,10.0,79.7,4,Low,2.03,2.86,0.46,0.19,0.11,0.0,1.35,2.11
2024-02-16,03:00,3,16,2,4,0,10.0,79.1,3,Low,2.11,2.09,0.46,0.21,0.1,0.0,1.32,2.09
2024-02-16,04:00,4,16,2,4,0,10.0,87.4,4,Low,2.09,2.08,0.46,0.21,0.11,0.0,1.3,2.08
2024-02-16,05:00,5,16,2,4,0,10.0,85.8,3,Low,2.08,2.09,0.46,0.21,0.1,0.0,1.19,1.96
2024-02-16,06:00,6,16,2,4,0,10.0,88.2,2,Medium,1.96,2.04,0.62,0.19,0.1,0.0,3.1,4.01
